,Arrest_Number,County_State,Percent_Hispanic,per_gop,State,Incarceration_Number,Border
389,5,"Warren, IA",2.4185177496367034,0.738964021434,IN,24,0
390,11,"Washington, IA",5.629663124576079,0.724080120004,IN,24,0
391,2,"Wayne, IA",1.2025612993909105,0.626705767351,IN,24,0
392,4,"Franklin, ID",6.693306693306693,0.641505595117,IA,11,0
393,7,"Fremont, ID",12.321650124069478,0.675576814856,IA,11,0
394,7,"Bond, IL",3.489525587909202,0.654516215492,IL,15,0
395,11,"Boone, IL",20.53824362606232,0.542426119271,IL,15,0
396,2,"Clark, IL",1.41090185841258,0.717314487633,ID,12,1
397,1,"Franklin, IL",1.5264663443282789,0.709401709402,ID,12,1
398,10,"Jackson, IL",4.156247888085423,0.570462563701,IA,11,0
399,26,"Madison, IL",3.048819346301343,0.626070632406,IA,11,0
400,26,"Madison, IL",3.048819346301343,0.569962389239,ID,12,1
401,3,"Marion, IL",1.7842765498792303,0.623219778968,IA,11,0
402,2,"Marshall, IL",3.067993366500829,0.515536723164,IA,11,0
403,6,"Montgomery, IL",1.6996006962219719,0.6864745898360001,IA,11,0
404,1,"Union, IL",4.943292473364647,0.610436893204,IA,11,0
405,2,"Warren, IL",9.05683947532792,0.548855699212,IA,11,0
406,2,"Washington, IL",1.44756072099659,0.570029563932,IA,11,0
407,2,"Washington, IL",1.44756072099659,0.73709025595,ID,12,1
408,1,"Wayne, IL",0.7628503965611189,0.708319068812,IA,11,0
409,44,"Winnebago, IL",11.920898870181656,0.601189435018,IA,11,0
410,2,"Brown, IN",1.536919478783829,0.760273972603,IL,15,0
411,2,"Carroll, IN",3.938621482481132,0.602121294534,IL,15,0
412,13,"Cass, IN",14.066903246007723,0.636327661258,IL,15,0
413,54,"Clark, IN",5.116980867246235,0.718761990024,IL,15,0
414,1,"Clay, IN",1.2947907256850346,0.797865562281,IL,15,0
415,25,"Clinton, IN",14.719197357151598,0.7177438035670001,IL,15,0
416,1,"Franklin, IN",1.0923231528815485,0.7069012032590001,IL,15,0
417,1,"Greene, IN",1.2410749854441823,0.7468422952,IL,15,0
418,31,"Hamilton, IN",3.7453554292804294,0.773594014,IL,15,0
419,14,"Hancock, IN",2.0832464734903757,0.730749552315,IL,15,0
420,2,"Henry, IN",1.599493391620534,0.576180257511,IL,15,0
421,17,"Jackson, IN",6.13470220225955,0.44428577257299995,IL,15,0
422,3,"Jasper, IN",5.905382385463674,0.778409090909,IL,15,0
423,2,"Jefferson, IN",2.46290253063235,0.694553454632,IL,15,0
424,32,"Johnson, IN",3.334078757445771,0.7718131959450001,IL,15,0
425,4,"Knox, IN",1.7388555169143216,0.4852485886,IL,15,0
426,20,"Lake, IN",18.039893975470598,0.369951017461,IL,15,0
427,1,"Lawrence, IN",1.5165441176470589,0.747971518463,IL,15,0
428,13,"Madison, IN",3.707012058954891,0.549600475364,IL,15,0
429,453,"Marion, IN",9.83283662789575,0.70343373494,IL,15,0
430,10,"Marshall, IN",9.313945294984306,0.639674741657,IL,15,0
431,4,"Monroe, IN",3.2604751137537336,0.661319073084,IL,15,0
432,7,"Montgomery, IN",4.594835730030439,0.6716033985500001,IL,15,0
433,4,"Morgan, IN",1.4085520257826887,0.620250564798,IL,15,0
434,1,"Pulaski, IN",2.78853601859024,0.6401132228059999,IL,15,0
435,2,"Putnam, IN",2.6178706213788336,0.572821846554,IL,15,0
436,4,"Randolph, IN",3.2240286580325157,0.712086659065,IL,15,0
437,2,"Scott, IN",1.8496671441813433,0.760743321719,IL,15,0
438,7,"Shelby, IN",3.934330240518872,0.7522910557179999,IL,15,0
439,1,"Wabash, IN",2.4209839326226805,0.747686042207,IL,15,0
440,9,"Wayne, IN",2.77205108049182,0.843386627907,IL,15,0
441,1,"Anderson, KS",0.4581318401628913,0.728104974062,KS,13,0
442,1,"Atchison, KS",2.8084797970646855,0.622086657281,KS,13,0
443,1,"Barber, KS",3.1463465121092944,0.8248076052509999,KS,13,0
444,12,"Barton, KS",14.172852208422135,0.769825535289,KS,13,0
445,1,"Bourbon, KS",2.3727204935258626,0.7289624873270001,KS,13,0
446,1,"Brown, KS",3.873598369011213,0.7224747474750001,KS,13,0
447,5,"Butler, KS",4.4066159604008215,0.6942811726000001,KS,13,0
448,1,"Chase, KS",4.046028210838902,0.718330849478,KS,13,0
449,1,"Cheyenne, KS",6.308324001493094,0.8317955997159999,KS,13,0
450,2,"Clark, KS",11.872360394181136,0.827060020346,KS,13,0
451,1,"Clay, KS",2.3963575365444525,0.75959216528,KS,13,0
452,2,"Cloud, KS",3.1928617501612555,0.7454972592010001,KS,13,0
453,2,"Coffey, KS",2.466500652199692,0.75466935891,KS,13,0
454,1,"Comanche, KS",6.269757639620653,0.8226371061839999,KS,13,0
455,11,"Cowley, KS",10.253773244017012,0.658614739956,KS,13,0
456,15,"Crawford, KS",5.109340393574502,0.582754790336,KS,13,0
457,4,"Dickinson, KS",4.431489888567891,0.737387612388,KS,13,0
458,21,"Douglas, KS",5.770420792079208,0.296655677884,KS,13,0
459,1,"Edwards, KS",19.865546218487395,0.7897553516820001,KS,13,0
460,14,"Ellis, KS",5.483604298704877,0.712778730703,KS,13,0
461,2,"Ellsworth, KS",6.023529411764706,0.7361005331300001,KS,13,0
462,45,"Finney, KS",48.42224805991942,0.632514643921,KS,13,0
463,68,"Ford, KS",53.09347094978546,0.672592592593,KS,13,0
464,3,"Franklin, KS",3.9512138097650316,0.6591292925500001,KS,13,0
465,9,"Geary, KS",15.008963007224727,0.577360078552,KS,13,0
466,7,"Grant, KS",46.19256582343831,0.759411510169,KS,13,0
467,1,"Gray, KS",14.70929269504721,0.820984584784,KS,13,0
468,3,"Hamilton, KS",35.91741332294507,0.814639905549,KS,13,0
469,2,"Harper, KS",6.312521559158331,0.7759649820929999,KS,13,0
470,12,"Harvey, KS",11.383351525248463,0.584800550206,KS,13,0
471,4,"Haskell, KS",28.89650110105212,0.7776923076919999,KS,13,0
472,3,"Jackson, KS",4.212495323606435,0.678889470927,KS,13,0
473,173,"Johnson, KS",7.327733793595002,0.47866153356700003,KS,13,0
474,6,"Kearny, KS",30.509764138980472,0.7909433962260001,KS,13,0
475,2,"Kingman, KS",3.0531375860724954,0.7640963121,KS,13,0
476,2,"Kiowa, KS",6.031746031746032,0.8357771261,KS,13,0
477,1,"Labette, KS",4.324869197907166,0.660689480995,KS,13,0
478,1,"Lane, KS",5.275637225844695,0.823104693141,KS,13,0
479,29,"Leavenworth, KS",6.704321888684395,0.585894325381,KS,13,0
480,1,"Logan, KS",5.035714285714286,0.833827893175,KS,13,0
481,11,"Lyon, KS",20.63710667345289,0.540996168582,KS,13,0
482,1,"Marion, KS",3.1196266273642843,0.718755718207,KS,13,0
483,1,"Marshall, KS",2.308541603934558,0.709916994321,KS,13,0
484,5,"Meade, KS",15.174013921113689,0.829850746269,KS,13,0
485,3,"Miami, KS",2.9188397840607556,0.668773790103,KS,13,0
486,4,"Mitchell, KS",2.0479441181139864,0.784702549575,KS,13,0
487,6,"Montgomery, KS",6.071375684880794,0.7283833777850001,KS,13,0
488,2,"Morton, KS",21.430926475436863,0.8362068965520001,KS,13,0
489,1,"Neosho, KS",4.957818804254799,0.7055763290520001,KS,13,0
490,2,"Ness, KS",10.403675746636036,0.8473867595819999,KS,13,0
491,1,"Osage, KS",2.793575401537404,0.68363794604,KS,13,0
492,1,"Ottawa, KS",2.731512325116589,0.788904396371,KS,13,0
493,2,"Pottawatomie, KS",5.244328097731239,0.719277922579,KS,13,0
494,1,"Pratt, KS",6.845513413506013,0.741986337362,KS,13,0
495,8,"Reno, KS",8.875758193188409,0.643978164449,KS,13,0
496,9,"Riley, KS",7.781302481806307,0.479462759463,KS,13,0
497,1,"Rooks, KS",2.441860465116279,0.840622371741,KS,13,0
498,2,"Russell, KS",2.847738981110475,0.8081321473950001,KS,13,0
499,19,"Saline, KS",10.684645435397051,0.630340469678,KS,13,0
500,186,"Sedgwick, KS",13.891004110416533,0.560547717842,KS,13,0
501,35,"Seward, KS",58.98210049601035,0.637781994518,KS,13,0
502,56,"Shawnee, KS",11.705970308063641,0.479972300673,KS,13,0
503,1,"Stanton, KS",32.860520094562645,0.78167115903,KS,13,0
504,4,"Stevens, KS",34.66364586964099,0.844036697248,KS,13,0
505,1,"Sumner, KS",5.236292483729636,0.7208763429530001,KS,13,0
506,2,"Wilson, KS",2.7914247431889234,0.788914417002,KS,13,0
507,115,"Wyandotte, KS",27.604665681771824,0.326963996039,KS,13,0
508,3,"Allen, KY",1.851035698545615,0.799752628324,KY,28,0
509,4,"Anderson, KY",1.5640005487721222,0.722095671982,KY,28,0
510,1,"Ballard, KY",1.1684518013631937,0.77154015133,KY,28,0
511,11,"Barren, KY",2.957007877653799,0.7298760352949999,KY,28,0
512,1,"Bell, KY",0.42997542997543,0.7992588017290001,KY,28,0
513,23,"Boone, KY",3.9663844145922202,0.6790964378800001,KY,28,0
514,4,"Bourbon, KY",6.63367326534693,0.6334887953589999,KY,28,0
515,5,"Boyd, KY",1.6093275309959767,0.664824145184,KY,28,0
516,3,"Boyle, KY",3.123102866779089,0.621905940594,KY,28,0
517,1,"Breckinridge, KY",1.2149999999999999,0.739760410724,KY,28,0
518,13,"Bullitt, KY",1.6982515728125362,0.7273282273280001,KY,28,0
519,1,"Butler, KY",3.4222014343623326,0.794260089686,KY,28,0
520,5,"Calloway, KY",2.5429481489217274,0.646361992643,KY,28,0
521,6,"Campbell, KY",1.8314818054583626,0.589814226178,KY,28,0
522,6,"Carroll, KY",6.718634001484782,0.6720332381199999,KY,28,0
523,2,"Carter, KY",1.1981533049978015,0.738969513977,KY,28,0
524,3,"Casey, KY",2.699648417880462,0.851506679093,KY,28,0
525,8,"Christian, KY",7.311729062973383,0.639267751144,KY,28,0
526,16,"Clark, KY",2.7530387049795553,0.6613968998950001,KY,28,0
527,44,"Clay, KY",2.1502835538752363,0.8667553978110001,KY,28,0
528,1,"Cumberland, KY",0.20648967551622419,0.817379941196,KY,28,0
529,22,"Daviess, KY",2.740974838944937,0.6318193740160001,KY,28,0
530,1,"Estill, KY",0.27766208524226016,0.764897074756,KY,28,0
531,211,"Fayette, KY",6.844306629559367,0.41796461737400004,KY,28,0
532,2,"Fleming, KY",1.1758234202021591,0.75552,KY,28,0
533,12,"Franklin, KY",2.907046536753231,0.49576342281900004,KY,28,0
534,2,"Gallatin, KY",5.1152990752663,0.7327534493100001,KY,28,0
535,2,"Garrard, KY",2.257932086094657,0.7755155654800001,KY,28,0
536,3,"Graves, KY",5.931137804649669,0.7641418405500001,KY,28,0
537,2,"Grayson, KY",1.2225969645868466,0.778019689512,KY,28,0
538,1,"Green, KY",0.9080284096017261,0.820108797599,KY,28,0
539,15,"Hardin, KY",5.473492419101447,0.625565374713,KY,28,0
540,1,"Harrison, KY",2.2438134092007083,0.6991252894259999,KY,28,0
541,7,"Henderson, KY",2.2410594883740997,0.617458866545,KY,28,0
542,4,"Hopkins, KY",1.835673763454777,0.7516359163590001,KY,28,0
543,172,"Jefferson, KY",4.813326945048465,0.407502735431,KY,28,0
544,7,"Jessamine, KY",3.0069587376261886,0.6643482740860001,KY,28,0
545,21,"Kenton, KY",2.9358662855813895,0.597427160837,KY,28,0
546,1,"Larue, KY",3.1358391732144124,0.754678408555,KY,28,0
547,2,"Laurel, KY",1.4395329441201001,0.8299544556849999,KY,28,0
548,1,"Lincoln, KY",1.5476580412708811,0.767974882261,KY,28,0
549,2,"Logan, KY",2.634824531898195,0.7138399412630001,KY,28,0
550,6,"Madison, KY",2.2307727543401583,0.627873948229,KY,28,0
551,5,"Marion, KY",2.461917218033544,0.6317217562899999,KY,28,0
552,5,"Marshall, KY",1.3423893890366194,0.738817604029,KY,28,0
553,9,"Martin, KY",1.7550889565635517,0.8866109845610001,KY,28,0
554,3,"Mason, KY",1.5729293632828372,0.685524126456,KY,28,0
555,6,"McCracken, KY",2.3096244562886725,0.664045518476,KY,28,0
556,3,"McCreary, KY",3.019607843137255,0.8683298683299999,KY,28,0
557,3,"Mercer, KY",2.4893746205221614,0.731638151054,KY,28,0
558,3,"Monroe, KY",2.852600074822297,0.8571428571430001,KY,28,0
559,5,"Montgomery, KY",2.5665364535796433,0.686893416106,KY,28,0
560,2,"Muhlenberg, KY",0.5606099436186571,0.719990801778,KY,28,0
561,11,"Nelson, KY",2.018941504178273,0.646885988151,KY,28,0
562,2,"Ohio, KY",2.82792315336204,0.76380073091,KY,28,0
563,31,"Oldham, KY",3.74475546371094,0.623332724283,KY,28,0
564,3,"Pike, KY",0.7883295376725963,0.8012339164669999,KY,28,0
565,3,"Pulaski, KY",2.3207677350561373,0.817419239693,KY,28,0
566,2,"Rowan, KY",2.2261542259896303,0.586023332201,KY,28,0
567,8,"Russell, KY",3.5286134358742367,0.839921674214,KY,28,0
568,9,"Scott, KY",4.288385136714186,0.623039033073,KY,28,0
569,32,"Shelby, KY",8.850935130206596,0.641735155376,KY,28,0
570,1,"Simpson, KY",2.111335125448029,0.6747740563529999,KY,28,0
571,2,"Spencer, KY",1.8934711765366894,0.7567567567569999,KY,28,0
572,2,"Taylor, KY",2.1212719731384553,0.736218033802,KY,28,0
573,3,"Todd, KY",3.9149618933012436,0.757073988682,KY,28,0
574,33,"Warren, KY",4.964234384550576,0.592221579643,KY,28,0
575,2,"Washington, KY",3.9776982607972036,0.713929905711,KY,28,0
576,2,"Webster, KY",4.950866401620284,0.757580978635,KY,28,0
577,1,"Whitley, KY",1.1104291055186652,0.821794406102,KY,28,0
578,17,"Woodford, KY",6.588253682935406,0.568170074555,KY,28,0
579,2,"Franklin, MA",3.6648993175023974,0.482236601148,ME,2,1
580,1,"Calvert, MD",3.415555580103174,0.568074577051,MD,13,0
581,6,"Caroline, MD",6.434324564358558,0.6775335039899999,MD,13,0
582,8,"Carroll, MD",3.041752469633211,0.6549676598449999,MD,13,0
583,10,"Cecil, MD",4.0,0.651847124725,MD,13,0
584,3,"Charles, MD",5.143271766100662,0.33337472406199997,MD,13,0
585,4,"Dorchester, MD",4.671658808665372,0.565626336041,MD,13,0
586,42,"Frederick, MD",8.413940402111187,0.491223186792,MD,13,0
587,2,"Garrett, MD",1.0142534622771842,0.789538938396,MD,13,0
588,18,"Harford, MD",4.0868618281980655,0.597799137043,MD,13,0
589,34,"Howard, MD",6.352793186511783,0.305954194302,MD,13,0
590,3,"Kent, MD",4.389727029618043,0.501636482653,MD,13,0
591,175,"Montgomery, MD",18.565411532477047,0.20324516287,MD,13,0
592,146,"Prince George's, MD",16.739352985931717,0.0834256645713,MD,13,0
593,12,"Queen Anne's, MD",3.4242075874527838,0.658100921528,MD,13,0
594,3,"Somerset, MD",3.6179003050310827,0.576642335766,MD,13,0
595,15,"Talbot, MD",6.100669002867155,0.539106294378,MD,13,0
596,8,"Washington, MD",4.200680613220477,0.639574517133,MD,13,0
597,19,"Wicomico, MD",4.893279620199553,0.537988740251,MD,13,0
598,20,"Worcester, MD",3.355300246884781,0.622189198702,MD,13,0
599,1,"Franklin, ME",1.2685827552031714,0.271856161318,MA,11,0
600,38,"Allegan, MI",7.08127320394841,0.6130582198610001,MI,18,1
601,3,"Alpena, MI",1.2962770921912268,0.61887254902,MI,18,1
602,1,"Antrim, MI",1.9556321343958647,0.62400530504,MI,18,1
603,3,"Barry, MI",2.576033447973565,0.634297042789,MI,18,1
604,1,"Bay, MI",5.042080164362389,0.53515831633,MI,18,1
605,47,"Berrien, MI",5.049183286706976,0.537631117665,MI,18,1
606,8,"Branch, MI",4.334564135495264,0.668587022438,MI,18,1
607,16,"Calhoun, MI",4.832542634622952,0.535654747729,MI,18,1
608,1,"Cass, MI",3.4752389226759344,0.611937091784,MI,18,1
609,1,"Charlevoix, MI",1.723215650313312,0.595455481568,MI,18,1
610,1,"Chippewa, MI",1.6671014870858334,0.590903200726,MI,18,1
611,6,"Clinton, MI",4.353679849828468,0.533354698748,MI,18,1
612,4,"Eaton, MI",5.160119398584905,0.495779908774,MI,18,1
613,12,"Genesee, MI",3.2501391948485803,0.429163586305,MI,18,1
614,5,"Grand Traverse, MI",2.6213966819158907,0.532685581034,MI,18,1
615,9,"Gratiot, MI",5.633937997888474,0.6007784941,MI,18,1
616,1,"Hillsdale, MI",2.1184599339475056,0.708953722334,MI,18,1
617,50,"Ingham, MI",7.548522450528713,0.33229446051,MI,18,1
618,11,"Ionia, MI",4.637744440632504,0.62107419208,MI,18,1
619,7,"Isabella, MI",3.702496670161816,0.486821338384,MI,18,1
620,8,"Jackson, MI",3.3276273960234004,0.572009717251,MI,18,1
621,21,"Kalamazoo, MI",4.585758202664295,0.40511725386200004,MI,18,1
622,1,"Kalkaska, MI",1.6976649863839157,0.6965246636769999,MI,18,1
623,271,"Kent, MI",10.155683941578005,0.48309987919200004,MI,18,1
624,8,"Lapeer, MI",4.509115615445589,0.665625138501,MI,18,1
625,3,"Leelanau, MI",4.00661643080316,0.49054685911799994,MI,18,1
626,8,"Lenawee, MI",7.668764504981099,0.575836147729,MI,18,1
627,5,"Livingston, MI",2.2029584429700657,0.621963116967,MI,18,1
628,55,"Macomb, MI",2.4458446696126455,0.536302483684,MI,18,1
629,3,"Manistee, MI",2.779480891068874,0.548896650262,MI,18,1
630,2,"Marquette, MI",1.3957696757542497,0.445207769705,MI,18,1
631,3,"Mason, MI",4.371413667188316,0.580229226361,MI,18,1
632,1,"Mecosta, MI",2.068933632307728,0.600909674033,MI,18,1
633,5,"Midland, MI",2.5012266781555548,0.5634158427520001,MI,18,1
634,7,"Missaukee, MI",2.5279403938265035,0.737707163402,MI,18,1
635,47,"Monroe, MI",3.367234652705992,0.583730314031,MI,18,1
636,6,"Montcalm, MI",3.3295190871237406,0.636654616659,MI,18,1
637,7,"Muskegon, MI",5.328554499616609,0.466348522966,MI,18,1
638,3,"Newaygo, MI",5.728048043038555,0.671267418713,MI,18,1
639,164,"Oakland, MI",3.7631505446420257,0.435921327393,MI,18,1
640,24,"Oceana, MI",14.419547262159682,0.6072418717970001,MI,18,1
641,1,"Ogemaw, MI",1.87177178600199,0.657327171192,MI,18,1
642,1,"Osceola, MI",1.6701191092698082,0.692271397565,MI,18,1
643,2,"Otsego, MI",1.5745102901066206,0.659749381435,MI,18,1
644,46,"Ottawa, MI",9.276781291691826,0.622096901757,MI,18,1
645,2,"Roscommon, MI",1.5230125523012552,0.624501380792,MI,18,1
646,4,"Saginaw, MI",8.198216197662923,0.48269602327,MI,18,1
647,1,"Sanilac, MI",3.6397595843011423,0.698747596529,MI,18,1
648,1,"Shiawassee, MI",2.760174418604651,0.56491599107,MI,18,1
649,3,"Tuscola, MI",3.173251379272041,0.66601674504,MI,18,1
650,33,"Van Buren, MI",11.01095511593278,0.538644506669,MI,18,1
651,46,"Washtenaw, MI",4.442557849877961,0.268882110672,MI,18,1
652,200,"Wayne, MI",5.643380574600601,0.295193758463,MI,18,1
653,2,"Wexford, MI",1.766730634499985,0.654493095098,MI,18,1
654,31,"Anoka, MN",4.057740828544552,0.507056561135,MN,21,1
655,2,"Benton, MN",2.0047139924474746,0.646476821857,MN,21,1
656,11,"Blue Earth, MN",3.076735242048715,0.47110295886500003,MN,21,1
657,1,"Brown, MN",3.8970268883010224,0.6373417258290001,MN,21,1
658,12,"Carver, MN",4.042494055155801,0.527331131356,MN,21,1
659,4,"Chippewa, MN",6.020122051789543,0.608864445163,MN,21,1
660,3,"Chisago, MN",1.9318665457708037,0.614515645306,MN,21,1
661,9,"Cottonwood, MN",6.801072942805226,0.645778479902,MN,21,1
662,1,"Crow Wing, MN",1.3581592204797777,0.626602564103,MN,21,1
663,83,"Dakota, MN",6.574591275686554,0.43568807700499995,MN,21,1
664,2,"Dodge, MN",4.852413928588969,0.6178530859520001,MN,21,1
665,3,"Faribault, MN",6.211488065727035,0.633446634942,MN,21,1
666,1,"Fillmore, MN",1.2741294247257748,0.571337463557,MN,21,1
667,4,"Freeborn, MN",9.365549087834541,0.552953732187,MN,21,1
668,4,"Goodhue, MN",3.1130247578040904,0.549808129063,MN,21,1
669,307,"Hennepin, MN",6.806779324631078,0.285095830781,MN,21,1
670,2,"Isanti, MN",1.7758248615480614,0.653173652695,MN,21,1
671,2,"Jackson, MN",3.2765915576109417,0.661837520631,MN,21,1
672,16,"Kandiyohi, MN",11.745471653728535,0.590585735403,MN,21,1
673,1,"Koochiching, MN",0.19334880123743234,0.5653413590999999,MN,21,1
674,1,"Lake of the Woods, MN",1.2304537298128686,0.690582959641,MN,21,1
675,3,"Le Sueur, MN",5.616636528028933,0.6176094706399999,MN,21,1
676,1,"Lincoln, MN",1.605385810460901,0.6429047301799999,MN,21,1
677,8,"Lyon, MN",6.178418387222439,0.598235633605,MN,21,1
678,3,"McLeod, MN",5.516895841451873,0.65055662599,MN,21,1
679,1,"Meeker, MN",3.485753875465489,0.6642892277419999,MN,21,1
680,1,"Mille Lacs, MN",2.047463936714751,0.644114921223,MN,21,1
681,3,"Morrison, MN",1.4946727549467276,0.737139272271,MN,21,1
682,17,"Mower, MN",10.93813697513249,0.501847955876,MN,21,1
683,4,"Nicollet, MN",4.165412628664299,0.470916601541,MN,21,1
684,39,"Nobles, MN",26.052740577108935,0.6167364990690001,MN,21,1
685,1,"Norman, MN",4.820729135281711,0.525680693069,MN,21,1
686,37,"Olmsted, MN",4.634786547993391,0.449916116907,MN,21,1
687,5,"Otter Tail, MN",3.1043089402710855,0.648587535621,MN,21,1
688,1,"Pennington, MN",3.383724215880192,0.599610253335,MN,21,1
689,5,"Pine, MN",2.7625829979014003,0.5966202928109999,MN,21,1
690,5,"Pipestone, MN",5.288099084544965,0.698472483783,MN,21,1
691,2,"Polk, MN",5.958795562599049,0.610899442101,MN,21,1
692,100,"Ramsey, MN",7.334514832708719,0.262957857936,MN,21,1
693,1,"Redwood, MN",2.8951084863268712,0.678958498546,MN,21,1
694,7,"Renville, MN",7.642547515838613,0.646568821896,MN,21,1
695,5,"Rice, MN",7.769211868050863,0.478908650712,MN,21,1
696,1,"Roseau, MN",1.063489012749055,0.701815372731,MN,21,1
697,20,"Scott, MN",4.743709226467847,0.53700766232,MN,21,1
698,18,"Sherburne, MN",2.448787121112427,0.647690767241,MN,21,1
699,55,"Stearns, MN",3.087966367523314,0.602873963411,MN,21,1
700,4,"Steele, MN",7.213814619194878,0.588130252101,MN,21,1
701,1,"Stevens, MN",4.578979717271051,0.5233644859809999,MN,21,1
702,6,"Todd, MN",5.337990548592562,0.710398526457,MN,21,1
703,2,"Wabasha, MN",2.874290805082759,0.594100646039,MN,21,1
704,1,"Wadena, MN",1.7157397310069065,0.701624601102,MN,21,1
705,49,"Waseca, MN",5.668803194283913,0.622925148763,MN,21,1
706,33,"Washington, MN",3.8163581177511103,0.451047653718,MN,21,1
707,4,"Watonwan, MN",22.635503819570754,0.556829611748,MN,21,1
708,11,"Winona, MN",2.737315475608564,0.468899891691,MN,21,1
709,4,"Wright, MN",2.695463431905297,0.625762790294,MN,21,1
710,6,"Yellow Medicine, MN",4.144251842996613,0.643822577575,MN,21,1
711,17,"Clay, MO",6.46921311686362,0.415261044177,MS,25,0
712,3,"Franklin, MO",1.6382038544820356,0.636406731453,MS,25,0
713,71,"Greene, MO",3.3855434771185045,0.809201877934,MS,25,0
714,1,"Harrison, MO",2.0349173314834084,0.63969972292,MS,25,0
715,184,"Jackson, MO",8.685381112656753,0.686330144067,MS,25,0
716,42,"Jasper, MO",7.55776308615049,0.476145488899,MS,25,0
717,2,"Jefferson, MO",1.777454113902712,0.126716766002,MS,25,0
718,7,"Lafayette, MO",2.6502790570008234,0.553507789431,MS,25,0
719,4,"Lawrence, MO",7.004502146372108,0.643387580976,MS,25,0
720,1,"Lincoln, MO",2.2418303061562836,0.69439873626,MS,25,0
721,1,"Madison, MO",0.8385068128678546,0.56843811046,MS,25,0
722,3,"Newton, MO",4.9811886076164855,0.689899930184,MS,25,0
723,2,"Perry, MO",2.072890559732665,0.7612297496320001,MS,25,0
724,2,"Pike, MO",2.1488497970230043,0.495618243459,MS,25,0
725,1,"Putnam, MO",1.4148041828993234,0.826643894108,MO,18,0
726,1,"Randolph, MO",1.9137992902994296,0.7303327189830001,MO,18,0
727,1,"Ray, MO",2.2992016055145936,0.655560682972,MO,18,0
728,4,"Saline, MO",9.481347462738004,0.646511627907,MO,18,0
729,4,"Scott, MO",2.0951941324306302,0.763627928555,MO,18,0
730,4,"Scott, MO",2.0951941324306302,0.581939799331,MS,25,0
731,1,"Stoddard, MO",1.571102457365382,0.834237083898,MO,18,0
732,2,"Sullivan, MO",18.31359102244389,0.7584541062800001,MO,18,0
733,6,"Taney, MO",5.370174363545206,0.7795204923289999,MO,18,0
734,2,"Texas, MO",1.9968859478396261,0.811614083219,MO,18,0
735,2,"Warren, MO",3.1661159507359566,0.704617531397,MO,18,0
736,2,"Warren, MO",3.1661159507359566,0.5151200306229999,MS,25,0
737,32,"Harrison, MS",5.32255627738329,0.805268875611,MO,18,0
738,19,"Jackson, MS",5.5065672701455455,0.390314320401,MO,18,0
739,1,"Jasper, MS",0.3265207401136776,0.727661429253,MO,18,0
740,15,"Lafayette, MS",2.360469794800069,0.694087891242,MO,18,0
741,1,"Lawrence, MS",0.6427041180671268,0.7846947343170001,MO,18,0
742,32,"Madison, MS",2.756628778575709,0.7713426100040001,MO,18,0
743,1,"Marion, MS",1.4025571483920962,0.729964346613,MO,18,0
744,1,"Monroe, MS",1.0713591828804574,0.761755485893,MO,18,0
745,4,"Pike, MS",1.4271764440772177,0.715118644068,MO,18,0
746,2,"Dawson, MT",2.7886756441522635,0.767512217826,MT,4,1
747,1,"Fergus, MT",0.8224691574065973,0.732445520581,MT,4,1
748,1,"Flathead, MT",2.5523781363521163,0.651850728155,MT,4,1
749,4,"Gallatin, MT",3.139100430796872,0.447775498859,MT,4,1
750,1,"Hill, MT",3.2730352713412794,0.54293366945,MT,4,1
751,5,"Missoula, MT",3.017656784643814,0.378882855197,MT,4,1
752,1,"Powell, MT",2.453810623556582,0.728684971098,MT,4,1
753,1,"Richland, MT",4.968398876404494,0.807356608479,MT,4,1
754,1,"Rosebud, MT",4.535729567821994,0.658623771224,MT,4,1
755,4,"Silver Bow, MT",4.08275462962963,0.387793077782,MT,4,1
756,2,"Toole, MT",3.3437622213531486,0.7408325074330001,MT,4,1
757,7,"Yellowstone, MT",5.259939231640746,0.597989949749,MT,4,1
758,1,"Camden, NC",2.6495893625342197,0.32217821871999996,NJ,16,0
759,22,"Cumberland, NC",10.901022277736686,0.456693952997,NJ,16,0
760,10,"Lincoln, NC",7.054134339395611,0.664972899729,NM,9,1
761,10,"Lincoln, NC",7.054134339395611,0.7837711069419999,NV,7,0
762,13,"Rockingham, NC",5.896755098043483,0.5052763889280001,NH,3,1
763,85,"Union, NC",10.749767937724595,0.308052054607,NJ,16,0
764,85,"Union, NC",10.749767937724595,0.719194312796,NM,9,1
765,1,"Washington, NC",4.886827161481245,0.6967120181409999,NE,6,0
766,14,"Wayne, NC",10.9484358803346,0.7152406417110001,NE,6,0
767,51,"Mercer, NJ",16.432723167008444,0.813978965819,ND,6,1
768,3,"Colfax, NM",48.96193771626297,0.684426229508,NE,6,0
769,1,"Franklin, NY",3.295626090536593,0.8121980676330001,NE,6,0
770,5,"Jefferson, NY",7.085940016614957,0.695918367347,NE,6,0
771,4,"Madison, NY",2.0363717071952725,0.753654342218,NE,6,0
772,2,"Allen, OH",2.7459298326072004,0.668921946411,OH,30,0
773,2,"Ashland, OH",1.181035937236376,0.7131760405419999,OH,30,0
774,2,"Ashtabula, OH",3.874968490042854,0.571604411063,OH,30,0
775,1,"Athens, OH",1.8294087830053916,0.38710139221900003,OH,30,0
776,3,"Auglaize, OH",1.4300974471888557,0.793088363955,OH,30,0
777,1,"Brown, OH",0.8170861798951407,0.7449187522859999,OH,30,0
